[sound:4c-s-同日に会議があります。.mp3]	<b>同日に会議があります。</b> <br> どうじつにかいぎがあります。 <br><br> (同日) <br> There is a meeting on the same day.
[sound:4c-s-話の続きを聞きたいです。.mp3]	<b>話の続きを聞きたいです。</b> <br> はなしのつづきをききたいです。 <br><br> (続き) <br> I want to hear the continuation of the story.
[sound:4c-s-運動を持続することが重要です。.mp3]	<b>運動を持続することが重要です。</b> <br> うんどうをじぞくすることがじゅうようです。 <br><br> (持続) <br> It is important to sustain exercise.
[sound:4c-s-その会社の存続が危ぶまれている。.mp3]	<b>その会社の存続が危ぶまれている。</b> <br> そのかいしゃのそんぞくがあやぶまれている。 <br><br> (存続) <br> The company's existence is in jeopardy.
[sound:4c-s-新製品が続々と発売されています。.mp3]	<b>新製品が続々と発売されています。</b> <br> しんせいひんがぞくぞくとはつばいされています。 <br><br> (続々) <br> New products are being released one after another.
[sound:4c-s-交渉に進展がありました。.mp3]	<b>交渉に進展がありました。</b> <br> こうしょうにしんてんがありました。 <br><br> (進展) <br> There has been progress in the negotiations.
[sound:4c-s-環境保護活動は地域社会の発展を促進します。.mp3]	<b>環境保護活動は地域社会の発展を促進します。</b> <br> かんきょうほごかつどうはちいきしゃかいのはってんをそくしんします。 <br><br> (促進) <br> Environmental protection activities promote the development of local communities.
[sound:4c-s-先進技術を活用して新しい製品を開発しました。.mp3]	<b>先進技術を活用して新しい製品を開発しました。</b> <br> せんしんぎじゅつをかつようしてあたらしいせいひんをかいはつしました。 <br><br> (先進) <br> We developed new products by utilizing advanced technology.
[sound:4c-s-彼は来年大学に進学する予定です。.mp3]	<b>彼は来年大学に進学する予定です。</b> <br> かれはらいねんだいがくにしんがくするよていです。 <br><br> (進学) <br> He plans to advance to university next year.
[sound:4c-s-正式な手続きが必要です。.mp3]	<b>正式な手続きが必要です。</b> <br> せいしきなてつづきがひつようです。 <br><br> (正式) <br> Formal procedures are required.
[sound:4c-s-機械の動作は正常です。.mp3]	<b>機械の動作は正常です。</b> <br> きかいのどうさはせいじょうです。 <br><br> (正常) <br> The machine's operation is normal.
[sound:4c-s-不正行為を是正する必要があります。.mp3]	<b>不正行為を是正する必要があります。</b> <br> ふせいこういをぜせいするひつようがあります。 <br><br> (是正) <br> It is necessary to correct misconduct.
[sound:4c-s-正義は勝つと信じています。.mp3]	<b>正義は勝つと信じています。</b> <br> せいぎはかつとしんじています。 <br><br> (正義) <br> I believe that justice will prevail.
[sound:4c-s-経済の安定が重要です。.mp3]	<b>経済の安定が重要です。</b> <br> けいざいのあんていがじゅうようです。 <br><br> (安定) <br> Economic stability is important.
[sound:4c-s-試験前は不安になります。.mp3]	<b>試験前は不安になります。</b> <br> しけんまえはふあんになります。 <br><br> (不安) <br> I become anxious before exams.
[sound:4c-s-慰安旅行が企画されています。.mp3]	<b>慰安旅行が企画されています。</b> <br> いあんりょこうがきかくされています。 <br><br> (慰安) <br> A leisure trip is being planned.
[sound:4c-s-彼は昨日、三本の安打を打ちました。.mp3]	<b>彼は昨日、三本の安打を打ちました。</b> <br> かれはきのう、さんぼんのあんだをうちました。 <br><br> (安打) <br> He hit three singles yesterday.
[sound:4c-s-新しい設備が導入されました。.mp3]	<b>新しい設備が導入されました。</b> <br> あたらしいせつびがどうにゅうされました。 <br><br> (設備) <br> New equipment has been introduced.
[sound:4c-s-建物の設計は完了しました。.mp3]	<b>建物の設計は完了しました。</b> <br> たてもののせっけいはかんりょうしました。 <br><br> (設計) <br> The building design has been completed.
[sound:4c-s-新しい会社が設立されました。.mp3]	<b>新しい会社が設立されました。</b> <br> あたらしいかいしゃがせつりつされました。 <br><br> (設立) <br> A new company has been established.
[sound:4c-s-目標を設定することが重要です。.mp3]	<b>目標を設定することが重要です。</b> <br> もくひょうをせっていすることがじゅうようです。 <br><br> (設定) <br> Setting goals is important.
[sound:4c-s-国の安全保障が最優先です。.mp3]	<b>国の安全保障が最優先です。</b> <br> くにのあんぜんほしょうがさいゆうせんです。 <br><br> (安全保障) <br> The country's security is the top priority.
[sound:4c-s-資源の確保が課題です。.mp3]	<b>資源の確保が課題です。</b> <br> しげんのかくほがかだいです。 <br><br> (確保) <br> Securing resources is a challenge.
[sound:4c-s-健康保険に加入しています。.mp3]	<b>健康保険に加入しています。</b> <br> けんこうほけんにかにゅうしています。 <br><br> (保険) <br> I am enrolled in health insurance.
[sound:4c-s-システムの保守が必要です。.mp3]	<b>システムの保守が必要です。</b> <br> しすてむのほしゅがひつようです。 <br><br> (保守) <br> System maintenance is necessary.
[sound:4c-s-車の改造が趣味です。.mp3]	<b>車の改造が趣味です。</b> <br> くるまのかいぞうがしゅみです。 <br><br> (改造) <br> Car modification is my hobby.
[sound:4c-s-考えを改めることが大切です。.mp3]	<b>考えを改めることが大切です。</b> <br> かんがえをあらためることがたいせつです。 <br><br> (改める) <br> It is important to change one's thinking.
[sound:4c-s-料金が改定されました。.mp3]	<b>料金が改定されました。</b> <br> りょうきんがかいていされました。 <br><br> (改定) <br> The charges have been revised.
[sound:4c-s-憲法改正が議論されています。.mp3]	<b>憲法改正が議論されています。</b> <br> けんぽうかいせいがぎろんされています。 <br><br> (改憲) <br> Constitutional amendment is being discussed.
[sound:4c-s-定数の変更はありません。.mp3]	<b>定数の変更はありません。</b> <br> ていすうのへんこうはありません。 <br><br> (定数) <br> There is no change in the constants.
[sound:4c-s-少数派の意見も尊重すべきです。.mp3]	<b>少数派の意見も尊重すべきです。</b> <br> しょうすうはのいけんもそんちょうすべきです。 <br><br> (少数) <br> The opinions of the minority should also be respected.
[sound:4c-s-複数の選択肢があります。.mp3]	<b>複数の選択肢があります。</b> <br> ふくすうのせんたくしがあります。 <br><br> (複数) <br> There are multiple options.
[sound:4c-s-過半数の賛成を得ました。.mp3]	<b>過半数の賛成を得ました。</b> <br> かはんすうのさんせいをえました。 <br><br> (過半数) <br> We obtained the majority's approval.
[sound:4c-s-会議の書記を担当しました。.mp3]	<b>会議の書記を担当しました。</b> <br> かいぎのしょきをたんとうしました。 <br><br> (書記) <br> I served as the secretary for the meeting.
[sound:4c-s-結婚記念日を祝いました。.mp3]	<b>結婚記念日を祝いました。</b> <br> けっこんきねんびをいわいました。 <br><br> (記念) <br> We celebrated our wedding anniversary.
[sound:4c-s-その出来事を記憶しています。.mp3]	<b>その出来事を記憶しています。</b> <br> そのできごとをきおくしています。 <br><br> (記憶) <br> I remember that event.
[sound:4c-s-名前を記してください。.mp3]	<b>名前を記してください。</b> <br> なまえをしるしてください。 <br><br> (記す) <br> Please write your name.
[sound:4c-s-下院で法案が可決されました。.mp3]	<b>下院で法案が可決されました。</b> <br> かいんでほうあんがかけつされました。 <br><br> (下院) <br> The bill was passed in the lower house.
[sound:4c-s-上院の承認を得る必要があります。.mp3]	<b>上院の承認を得る必要があります。</b> <br> じょういんのしょうにんをえるひつようがあります。 <br><br> (上院) <br> It is necessary to obtain approval from the upper house.
